tweet_id,tweet,favorites,retweets,url,retweeted_status,created_at
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",50199,16570,https://t.co/ghXBIIeQZF,Original tweet,2017-07-02 15:32:16+00:00
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,23501,5358,https://t.co/cgwJwowTMC,Original tweet,2017-07-01 21:49:04+00:00
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,17346,2886,https://t.co/D0wb1GlKAt,Original tweet,2017-06-30 23:47:07+00:00
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,21734,3989,https://t.co/WiAMbTkDPf,Original tweet,2017-06-30 19:35:32+00:00
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,29075,6546,https://t.co/4VsFysDmiw,Original tweet,2017-06-29 16:39:47+00:00
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,27640,4436,https://t.co/fUod0tVmvK,Original tweet,2017-06-29 00:27:25+00:00
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,28150,4533,https://t.co/HauE8M3Bu4,Original tweet,2017-06-28 16:09:20+00:00
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,22667,3642,https://t.co/Qh5aEkRQm9,Original tweet,2017-06-28 00:42:13+00:00
879674319642796034,@RealKentMurphy 14/10 confirmed,315,10,d,Original tweet,2017-06-27 12:14:36+00:00
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,23822,3323,https://t.co/IxM9IMKQq8,Original tweet,2017-06-27 00:10:17+00:00
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,107956,45849,https://t.co/UDT7ZkcTgY,Original tweet,2017-06-26 19:07:24+00:00
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,17099,3261,https://t.co/0gOi601EAa,Original tweet,2017-06-26 16:31:08+00:00
879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,0,7181,This is a retweet,This is a retweet,2017-06-26 00:13:58+00:00
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,23022,4941,https://t.co/2mJCDEJWdD,Original tweet,2017-06-25 18:56:45+00:00
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,19317,2812,https://t.co/YDtpCjIPKN,Original tweet,2017-06-25 16:07:47+00:00
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,19763,4319,https://t.co/lNZwgNO4gS,Original tweet,2017-06-25 00:45:22+00:00
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,30931,7582,https://t.co/9uABQXgjwa,Original tweet,2017-06-24 13:24:20+00:00
878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",0,1349,This is a retweet,This is a retweet,2017-06-24 00:09:53+00:00
878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,0,6965,This is a retweet,This is a retweet,2017-06-23 18:17:33+00:00
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",7913,1349,https://t.co/245xJJElsY https://t.co/lUiQH219v6,Original tweet,2017-06-23 16:00:04+00:00
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,42876,7181,https://t.co/cwtWnHMVpe,Original tweet,2017-06-23 01:10:23+00:00
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,71144,17300,https://t.co/lsPyyAiF1r,Original tweet,2017-06-22 03:54:17+00:00
877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,0,83,This is a retweet,This is a retweet,2017-06-21 19:36:23+00:00
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,23258,3994,https://t.co/OYdDlfOGXP,Original tweet,2017-06-21 15:58:08+00:00
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",27907,5414,https://t.co/SHRTIo5pxc,Original tweet,2017-06-21 00:06:44+00:00
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,27755,5880,https://t.co/4g4cfj3P4Y,Original tweet,2017-06-20 16:29:50+00:00
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,21125,3506,https://t.co/j211oCDRs6,Original tweet,2017-06-19 16:24:33+00:00
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,23869,4800,https://t.co/8yoc1CNTsu,Original tweet,2017-06-18 20:30:39+00:00
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,19163,2511,https://t.co/26BXueUgbs,Original tweet,2017-06-18 16:57:37+00:00
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",28490,4903,https://t.co/ejExJFq3ek,Original tweet,2017-06-17 16:52:05+00:00
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",25773,4497,https://t.co/V2WlACRJCN,Original tweet,2017-06-16 16:11:53+00:00
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,22185,5081,https://t.co/ogith9ejNj,Original tweet,2017-06-15 00:13:52+00:00
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,27997,6342,https://t.co/PFp4MghzBW,Original tweet,2017-06-14 21:06:43+00:00
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,26022,4922,https://t.co/brCQoqc8AW,Original tweet,2017-06-14 16:04:48+00:00
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,28439,4875,https://t.co/lZhtizkURD,Original tweet,2017-06-13 17:29:20+00:00
874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,0,15546,This is a retweet,This is a retweet,2017-06-13 01:14:41+00:00
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,26651,4308,https://t.co/0YplNnSMEm,Original tweet,2017-06-12 16:06:11+00:00
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",23134,4125,https://t.co/pwY9PQhtP2,Original tweet,2017-06-12 00:15:36+00:00
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",35501,11007,https://t.co/XBE0evJZ6V,Original tweet,2017-06-11 21:18:31+00:00
873697596434513921,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,0,12518,This is a retweet,This is a retweet,2017-06-11 00:25:14+00:00
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",24837,4143,https://t.co/mNuMH9400n,Original tweet,2017-06-10 16:39:04+00:00
873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",0,1667,This is a retweet,This is a retweet,2017-06-10 00:35:19+00:00
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",7467,1667,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,Original tweet,2017-06-09 16:22:42+00:00
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,28031,5669,https://t.co/EMYIdoblMR,Original tweet,2017-06-09 00:02:31+00:00
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",15029,3884,https://t.co/17FVMl4VZ5,Original tweet,2017-06-08 14:20:41+00:00
872668790621863937,"RT @loganamnosis: Penelope here is doing me quite a divertir. Well done, @dog_rates! Loving the pupdate. 14/10, je jouerais de nouveau. htt…",0,31,This is a retweet,This is a retweet,2017-06-08 04:17:07+00:00
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,21309,3911,https://t.co/lUcpnZDPz9,Original tweet,2017-06-08 01:06:27+00:00
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,41606,9429,https://t.co/BZHiKx3FpQ,Original tweet,2017-06-07 16:14:40+00:00
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,35085,6649,https://t.co/ejHvGDfWoa,Original tweet,2017-06-07 01:19:32+00:00
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,35324,8549,https://t.co/PKSpmiefwN,Original tweet,2017-06-06 16:07:15+00:00
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,39090,11918,https://t.co/uK6PNyeh9w,Original tweet,2017-06-06 00:01:46+00:00
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,20787,3678,https://t.co/AiVljI6QCg,Original tweet,2017-06-05 16:15:56+00:00
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,20730,3628,https://t.co/PR7B7w1rUw,Original tweet,2017-06-04 23:56:03+00:00
871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,0,5991,This is a retweet,This is a retweet,2017-06-04 00:46:17+00:00
871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,21461,5764,https://t.co/AbBLh2FZCH,Original tweet,2017-06-03 20:33:19+00:00
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",23255,3999,https://t.co/noNpY2Laoo,Original tweet,2017-06-03 15:55:36+00:00
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,33791,6393,https://t.co/GCD1JccCyi,Original tweet,2017-06-03 00:48:22+00:00
870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,121,3,s,Original tweet,2017-06-02 19:38:25+00:00
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",12819,2817,https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4,Original tweet,2017-06-02 15:00:16+00:00
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,85011,27680,https://t.co/T1xlgaPujm,Original tweet,2017-06-01 20:18:38+00:00
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",22453,4384,https://t.co/MVQCzrF1g9,Original tweet,2017-06-01 16:00:09+00:00
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,37771,8840,https://t.co/apVOyDgOju,Original tweet,2017-05-31 23:43:25+00:00
869988702071779329,RT @dog_rates: We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10…,0,25661,This is a retweet,This is a retweet,2017-05-31 18:47:24+00:00
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",43710,10663,https://t.co/HciEaJkC4D,Original tweet,2017-05-31 04:27:59+00:00
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,29116,6728,https://t.co/vmCu3PFCQq,Original tweet,2017-05-30 23:51:58+00:00
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,16476,3327,https://t.co/DsA2hwXAJo,Original tweet,2017-05-30 16:49:31+00:00
